               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 166,            0.026703,            0.019531,                   0,             0.94492,             0.74074,              0.8791,             0.63604,            0.022906,            0.014756,                   0,           0.0059163,           0.0059163,           0.0059163
                 167,            0.026044,            0.018273,                   0,             0.88996,             0.79882,             0.85559,             0.58501,            0.024399,            0.015301,                   0,           0.0058915,           0.0058915,           0.0058915
                 168,            0.026726,            0.018525,                   0,              0.9552,             0.78974,             0.88842,             0.61927,            0.023145,            0.014269,                   0,           0.0058668,           0.0058668,           0.0058668
                 169,            0.025824,            0.018061,                   0,             0.92857,             0.76543,             0.85822,             0.63149,            0.022887,            0.015009,                   0,            0.005842,            0.005842,            0.005842
                 170,            0.024675,            0.017784,                   0,                0.89,             0.81481,             0.86633,             0.64603,            0.021766,            0.014706,                   0,           0.0058173,           0.0058173,           0.0058173
                 171,            0.026194,            0.019821,                   0,             0.86791,             0.81481,             0.85454,             0.64735,            0.021959,            0.014938,                   0,           0.0057925,           0.0057925,           0.0057925
                 172,            0.026538,            0.017329,                   0,              0.8942,              0.8348,             0.88448,             0.63608,            0.023369,            0.015146,                   0,           0.0057678,           0.0057678,           0.0057678
                 173,            0.025844,            0.018377,                   0,             0.90309,             0.80537,             0.89407,             0.62682,            0.022436,            0.014923,                   0,            0.005743,            0.005743,            0.005743
                 174,            0.025811,            0.018758,                   0,             0.93166,             0.76543,             0.87303,             0.61279,            0.024079,            0.015246,                   0,           0.0057183,           0.0057183,           0.0057183
                 175,            0.026947,             0.01875,                   0,             0.86521,             0.80247,             0.88876,              0.6539,            0.021263,            0.014173,                   0,           0.0056935,           0.0056935,           0.0056935
                 176,            0.026381,            0.017908,                   0,             0.94632,             0.77778,             0.89573,             0.63446,            0.024772,            0.014659,                   0,           0.0056688,           0.0056688,           0.0056688
                 177,            0.025241,            0.018631,                   0,             0.83403,             0.82716,             0.87131,             0.63621,            0.024151,            0.014563,                   0,            0.005644,            0.005644,            0.005644
                 178,            0.024494,            0.018793,                   0,             0.90786,             0.80247,             0.85984,             0.62879,            0.022111,             0.01446,                   0,           0.0056193,           0.0056193,           0.0056193
                 179,            0.023721,            0.016656,                   0,             0.87353,             0.81481,              0.8701,             0.65154,            0.020888,            0.013834,                   0,           0.0055945,           0.0055945,           0.0055945
                 180,            0.026733,            0.018051,                   0,             0.93597,             0.80247,             0.85339,             0.64826,            0.021815,            0.013767,                   0,           0.0055698,           0.0055698,           0.0055698
                 181,             0.02831,             0.02395,                   0,             0.94291,             0.81561,             0.88683,             0.58803,            0.024621,            0.014679,                   0,            0.005545,            0.005545,            0.005545
                 182,            0.027301,            0.018938,                   0,             0.92048,             0.80247,             0.87352,             0.61609,            0.023531,            0.014729,                   0,           0.0055202,           0.0055202,           0.0055202
                 183,            0.026026,            0.017371,                   0,             0.90745,             0.82716,              0.9087,             0.65321,            0.020857,            0.014394,                   0,           0.0054955,           0.0054955,           0.0054955
                 184,            0.023318,            0.017954,                   0,             0.94269,              0.8124,             0.91185,             0.64373,            0.021807,            0.014847,                   0,           0.0054707,           0.0054707,           0.0054707
                 185,            0.028599,            0.019264,                   0,              0.9533,             0.75616,             0.88048,             0.62222,            0.023045,            0.014764,                   0,            0.005446,            0.005446,            0.005446
                 186,            0.026975,             0.02235,                   0,              0.9345,             0.77778,             0.87863,             0.63115,            0.021914,            0.014828,                   0,           0.0054212,           0.0054212,           0.0054212
                 187,            0.025555,            0.017282,                   0,             0.89843,             0.82716,             0.89989,              0.6466,            0.021545,            0.014842,                   0,           0.0053965,           0.0053965,           0.0053965
                 188,            0.023894,            0.017642,                   0,             0.92923,             0.81051,             0.89349,             0.64934,            0.020057,            0.014597,                   0,           0.0053717,           0.0053717,           0.0053717
                 189,            0.024213,            0.018419,                   0,              0.9332,             0.77778,             0.85758,               0.656,            0.020912,            0.014737,                   0,            0.005347,            0.005347,            0.005347
                 190,            0.023162,            0.016668,                   0,             0.89096,             0.81481,              0.8551,             0.62122,            0.023434,            0.015691,                   0,           0.0053223,           0.0053223,           0.0053223
                 191,            0.025227,            0.018359,                   0,             0.92976,             0.81706,             0.88804,             0.63261,            0.022761,             0.01505,                   0,           0.0052975,           0.0052975,           0.0052975
                 192,            0.024042,            0.016412,                   0,             0.90753,             0.76543,             0.86526,             0.62457,             0.02392,            0.014966,                   0,           0.0052727,           0.0052727,           0.0052727
                 193,            0.024076,            0.018439,                   0,             0.92523,             0.76385,             0.87302,             0.63681,            0.021826,            0.014408,                   0,            0.005248,            0.005248,            0.005248
                 194,            0.023095,            0.017731,                   0,             0.91819,             0.77778,             0.86628,             0.63663,            0.021358,            0.014424,                   0,           0.0052233,           0.0052233,           0.0052233
                 195,            0.025014,            0.016687,                   0,             0.90612,             0.83415,             0.87536,              0.6423,            0.020714,            0.015161,                   0,           0.0051985,           0.0051985,           0.0051985
                 196,            0.023101,            0.018151,                   0,             0.95938,             0.76543,             0.88391,             0.63701,            0.021818,             0.01528,                   0,           0.0051737,           0.0051737,           0.0051737
                 197,             0.02266,            0.017092,                   0,             0.93142,             0.82716,             0.89064,             0.61885,            0.022208,            0.015493,                   0,            0.005149,            0.005149,            0.005149
                 198,            0.023711,            0.017948,                   0,             0.95616,             0.80785,             0.89005,             0.66277,            0.020922,            0.014196,                   0,           0.0051243,           0.0051243,           0.0051243
                 199,            0.026148,            0.017805,                   0,             0.87103,             0.80247,             0.86182,             0.62883,            0.022362,            0.015869,                   0,           0.0050995,           0.0050995,           0.0050995
                 200,            0.022534,            0.017755,                   0,                0.93,             0.82014,             0.89308,             0.66512,            0.020252,            0.014667,                   0,           0.0050747,           0.0050747,           0.0050747
                 201,            0.022547,            0.016973,                   0,             0.94184,             0.83951,              0.9077,             0.67256,            0.019413,            0.013888,                   0,             0.00505,             0.00505,             0.00505
                 202,            0.023796,            0.017253,                   0,             0.93352,             0.81481,             0.90101,             0.68787,            0.020059,            0.014187,                   0,           0.0050253,           0.0050253,           0.0050253
                 203,            0.024367,             0.01669,                   0,             0.95304,             0.83951,             0.88583,             0.66436,            0.020444,            0.014545,                   0,           0.0050005,           0.0050005,           0.0050005
                 204,            0.023538,            0.017725,                   0,              0.9513,             0.81481,             0.90633,             0.67355,            0.020077,            0.014574,                   0,           0.0049758,           0.0049758,           0.0049758
                 205,            0.023396,            0.018275,                   0,             0.95419,             0.81481,             0.89193,             0.65438,            0.021105,            0.014842,                   0,            0.004951,            0.004951,            0.004951
                 206,            0.023848,            0.017455,                   0,             0.91781,             0.82716,             0.90304,             0.65517,             0.02037,            0.014415,                   0,           0.0049263,           0.0049263,           0.0049263
                 207,             0.02381,            0.016487,                   0,             0.96986,             0.79444,             0.90087,             0.65396,            0.021671,            0.014625,                   0,           0.0049015,           0.0049015,           0.0049015
                 208,            0.025909,            0.017864,                   0,              0.9621,             0.80247,             0.90212,              0.6433,            0.021089,            0.015092,                   0,           0.0048768,           0.0048768,           0.0048768
                 209,            0.024682,            0.019032,                   0,             0.95483,             0.78294,             0.89575,             0.67069,            0.020301,            0.014882,                   0,            0.004852,            0.004852,            0.004852
                 210,            0.023529,            0.019474,                   0,             0.95522,             0.79013,             0.90723,             0.67468,            0.020846,             0.01408,                   0,           0.0048272,           0.0048272,           0.0048272
                 211,            0.023187,            0.017522,                   0,             0.85376,             0.83951,             0.90414,             0.68978,            0.019443,            0.013762,                   0,           0.0048025,           0.0048025,           0.0048025
                 212,            0.023949,            0.016048,                   0,             0.94986,             0.81481,             0.90674,             0.66564,             0.02013,            0.014347,                   0,           0.0047778,           0.0047778,           0.0047778
                 213,            0.022196,            0.017443,                   0,              0.9225,             0.81481,             0.89178,              0.6534,              0.0208,            0.014121,                   0,            0.004753,            0.004753,            0.004753
                 214,            0.023711,            0.018569,                   0,             0.93103,             0.81481,             0.90047,             0.68201,            0.018819,            0.013599,                   0,           0.0047283,           0.0047283,           0.0047283
                 215,            0.023469,            0.016232,                   0,             0.89706,              0.8607,             0.90969,             0.68846,            0.018879,            0.013835,                   0,           0.0047035,           0.0047035,           0.0047035
                 216,            0.021592,            0.017425,                   0,             0.85294,             0.85926,             0.88945,             0.67913,            0.018973,            0.014018,                   0,           0.0046788,           0.0046788,           0.0046788
                 217,            0.021467,            0.018458,                   0,             0.96821,             0.80247,             0.92304,             0.68629,            0.019087,            0.014609,                   0,            0.004654,            0.004654,            0.004654
                 218,            0.021937,            0.016678,                   0,             0.89506,             0.84243,             0.91225,             0.65966,            0.019975,            0.015312,                   0,           0.0046293,           0.0046293,           0.0046293
                 219,            0.022944,            0.015813,                   0,             0.93376,             0.77778,             0.85784,             0.64791,            0.021614,            0.015168,                   0,           0.0046045,           0.0046045,           0.0046045
                 220,            0.024452,            0.017212,                   0,             0.91622,              0.8101,             0.87889,             0.64385,            0.020836,            0.015303,                   0,           0.0045798,           0.0045798,           0.0045798
                 221,            0.020506,            0.016584,                   0,             0.92925,             0.81085,               0.909,             0.66314,            0.020076,            0.014684,                   0,            0.004555,            0.004555,            0.004555
                 222,            0.024766,            0.016659,                   0,             0.86554,             0.87419,             0.92047,              0.6628,            0.020497,             0.01464,                   0,           0.0045303,           0.0045303,           0.0045303
                 223,            0.022898,             0.01758,                   0,             0.97603,             0.80247,             0.91948,             0.67015,            0.018933,            0.014272,                   0,           0.0045055,           0.0045055,           0.0045055
                 224,            0.021586,            0.015366,                   0,             0.93929,             0.82716,             0.92747,              0.6754,            0.020475,            0.014285,                   0,           0.0044808,           0.0044808,           0.0044808
                 225,            0.022088,            0.015691,                   0,             0.91802,             0.82947,             0.89823,             0.66481,            0.020212,            0.014927,                   0,            0.004456,            0.004456,            0.004456
                 226,            0.021166,            0.015035,                   0,              0.9428,             0.81403,             0.90736,             0.66116,             0.01972,            0.014444,                   0,           0.0044313,           0.0044313,           0.0044313
                 227,            0.022032,            0.016584,                   0,             0.90496,             0.82296,             0.90864,             0.68622,            0.019301,            0.014024,                   0,           0.0044065,           0.0044065,           0.0044065
                 228,             0.02168,            0.015871,                   0,             0.93169,             0.79012,             0.91036,             0.67754,             0.01928,            0.014007,                   0,           0.0043818,           0.0043818,           0.0043818
                 229,            0.022086,            0.015479,                   0,             0.91958,             0.84704,             0.92084,             0.67667,            0.019682,            0.014419,                   0,            0.004357,            0.004357,            0.004357
                 230,            0.022346,            0.017982,                   0,             0.89825,             0.87198,              0.9232,             0.66418,            0.019593,            0.014473,                   0,           0.0043323,           0.0043323,           0.0043323
                 231,            0.020829,            0.015974,                   0,             0.86292,             0.85488,             0.89808,             0.67123,            0.019657,            0.014879,                   0,           0.0043075,           0.0043075,           0.0043075
                 232,            0.022392,            0.018702,                   0,             0.94269,             0.81239,             0.91864,             0.65094,            0.020582,            0.015426,                   0,           0.0042828,           0.0042828,           0.0042828
                 233,            0.022203,            0.016565,                   0,             0.89867,             0.87593,             0.93065,             0.68099,            0.019592,            0.014515,                   0,            0.004258,            0.004258,            0.004258
                 234,            0.020623,            0.015424,                   0,             0.95547,             0.76543,             0.90321,             0.69034,            0.018715,            0.013667,                   0,           0.0042333,           0.0042333,           0.0042333
                 235,            0.022416,            0.017165,                   0,             0.92712,             0.78533,             0.90366,             0.69734,            0.018298,            0.013553,                   0,           0.0042085,           0.0042085,           0.0042085
                 236,            0.020982,             0.01672,                   0,             0.91827,             0.83228,             0.91577,             0.70186,            0.019018,            0.014121,                   0,           0.0041837,           0.0041837,           0.0041837
                 237,            0.021736,            0.017774,                   0,             0.89467,             0.83895,             0.91562,             0.68393,            0.019131,            0.014168,                   0,            0.004159,            0.004159,            0.004159
                 238,            0.022678,            0.017414,                   0,             0.90487,             0.82209,             0.90672,              0.6837,            0.019436,            0.014361,                   0,           0.0041342,           0.0041342,           0.0041342
                 239,            0.020962,             0.01577,                   0,             0.90419,             0.81561,             0.90638,             0.68417,            0.019137,            0.014215,                   0,           0.0041095,           0.0041095,           0.0041095
                 240,             0.02131,            0.016204,                   0,             0.93049,              0.8642,             0.92558,             0.67591,            0.018878,            0.014352,                   0,           0.0040847,           0.0040847,           0.0040847
                 241,            0.020331,            0.016339,                   0,             0.94505,             0.84929,             0.92585,             0.68899,             0.01895,            0.014372,                   0,             0.00406,             0.00406,             0.00406
                 242,            0.019901,            0.014579,                   0,             0.94584,             0.85185,             0.92781,             0.68218,            0.019478,            0.014134,                   0,           0.0040352,           0.0040352,           0.0040352
                 243,            0.022739,             0.01711,                   0,             0.93619,             0.81481,             0.87286,             0.64801,            0.021357,            0.015076,                   0,           0.0040105,           0.0040105,           0.0040105
                 244,            0.020979,            0.015888,                   0,             0.95073,             0.83951,             0.91261,             0.67923,            0.019817,            0.013635,                   0,           0.0039857,           0.0039857,           0.0039857
                 245,            0.021062,            0.017072,                   0,             0.94322,             0.82033,             0.91701,             0.69578,              0.0186,            0.013532,                   0,            0.003961,            0.003961,            0.003961
                 246,            0.020171,            0.014882,                   0,             0.88485,             0.85381,             0.90721,             0.67803,            0.019009,            0.014259,                   0,           0.0039362,           0.0039362,           0.0039362
                 247,             0.02146,            0.015788,                   0,             0.83788,              0.8642,             0.90606,             0.67939,            0.018776,            0.013989,                   0,           0.0039115,           0.0039115,           0.0039115
                 248,            0.020851,            0.015923,                   0,             0.85501,             0.90123,             0.91942,             0.69417,            0.017819,            0.013654,                   0,           0.0038867,           0.0038867,           0.0038867
                 249,            0.020367,            0.015446,                   0,             0.86256,             0.82716,             0.88938,               0.681,            0.019422,            0.013948,                   0,            0.003862,            0.003862,            0.003862
                 250,            0.019923,            0.014646,                   0,             0.91368,             0.78408,              0.9008,             0.67778,            0.020014,            0.014365,                   0,           0.0038372,           0.0038372,           0.0038372
                 251,            0.020384,            0.015347,                   0,             0.83964,             0.90498,             0.92137,             0.69601,            0.018186,            0.013953,                   0,           0.0038125,           0.0038125,           0.0038125
                 252,            0.019677,            0.015236,                   0,             0.89302,             0.88889,              0.9235,             0.70116,            0.018771,            0.013977,                   0,           0.0037878,           0.0037878,           0.0037878
                 253,            0.019277,            0.014734,                   0,               0.927,             0.79012,             0.89501,             0.69247,            0.018948,            0.013629,                   0,            0.003763,            0.003763,            0.003763
                 254,             0.01959,            0.015129,                   0,             0.99499,             0.74074,             0.87599,             0.67231,            0.019969,            0.014446,                   0,           0.0037383,           0.0037383,           0.0037383
                 255,            0.020722,            0.016195,                   0,             0.98422,             0.76995,             0.91423,             0.68353,            0.019199,            0.014464,                   0,           0.0037135,           0.0037135,           0.0037135
                 256,            0.019133,            0.014294,                   0,             0.86773,             0.89092,             0.92593,             0.69747,             0.01908,             0.01365,                   0,           0.0036888,           0.0036888,           0.0036888
                 257,            0.019931,            0.014794,                   0,             0.96999,             0.79813,             0.91706,             0.70154,            0.018885,            0.013814,                   0,            0.003664,            0.003664,            0.003664
                 258,            0.020482,            0.015201,                   0,             0.84453,             0.87185,             0.91077,             0.70838,            0.018706,            0.013454,                   0,           0.0036393,           0.0036393,           0.0036393
                 259,            0.019826,            0.015066,                   0,             0.95724,             0.76543,             0.90534,             0.69056,            0.018353,            0.013372,                   0,           0.0036145,           0.0036145,           0.0036145
                 260,            0.020512,            0.014507,                   0,             0.93915,             0.85185,             0.92018,             0.69357,            0.018394,            0.013743,                   0,           0.0035898,           0.0035898,           0.0035898
                 261,            0.019265,            0.015417,                   0,             0.93006,             0.82086,             0.92777,             0.69816,            0.018211,            0.013753,                   0,            0.003565,            0.003565,            0.003565
                 262,            0.020581,            0.015745,                   0,             0.88449,             0.85083,             0.91742,             0.68666,            0.019375,            0.014038,                   0,           0.0035403,           0.0035403,           0.0035403
                 263,            0.020338,            0.015319,                   0,              0.8876,             0.85185,             0.90878,             0.68401,            0.018552,             0.01418,                   0,           0.0035155,           0.0035155,           0.0035155
                 264,            0.019938,            0.015052,                   0,             0.95754,             0.83537,             0.93504,             0.70853,            0.017613,            0.013498,                   0,           0.0034908,           0.0034908,           0.0034908
                 265,            0.020075,            0.015373,                   0,             0.96185,             0.81481,             0.92948,             0.72515,            0.017348,            0.013064,                   0,            0.003466,            0.003466,            0.003466
                 266,            0.019977,            0.015221,                   0,             0.93513,             0.79012,             0.92376,             0.70918,             0.01838,            0.013314,                   0,           0.0034413,           0.0034413,           0.0034413
                 267,            0.019431,            0.014644,                   0,             0.87459,             0.87654,              0.9163,             0.69131,            0.019633,            0.014368,                   0,           0.0034165,           0.0034165,           0.0034165
                 268,            0.020208,             0.01505,                   0,              0.9263,             0.82716,             0.93279,             0.72284,            0.018353,            0.013546,                   0,           0.0033918,           0.0033918,           0.0033918
                 269,            0.019179,            0.016287,                   0,             0.90567,              0.8642,             0.93283,             0.72234,            0.017391,            0.013334,                   0,            0.003367,            0.003367,            0.003367
                 270,             0.02003,            0.016831,                   0,             0.86305,             0.88889,             0.92804,             0.71629,            0.017655,            0.013383,                   0,           0.0033423,           0.0033423,           0.0033423
                 271,            0.019991,            0.015056,                   0,             0.92609,             0.82716,              0.9242,             0.73014,            0.017518,            0.013015,                   0,           0.0033175,           0.0033175,           0.0033175
                 272,            0.021602,            0.014863,                   0,             0.93788,             0.79012,             0.90434,             0.70577,            0.018775,            0.013624,                   0,           0.0032928,           0.0032928,           0.0032928
                 273,            0.020673,            0.014401,                   0,             0.86421,             0.86429,             0.92556,             0.73247,            0.017413,            0.013599,                   0,            0.003268,            0.003268,            0.003268
                 274,            0.020231,            0.014653,                   0,             0.88701,             0.87228,             0.92929,             0.72612,            0.017309,             0.01366,                   0,           0.0032433,           0.0032433,           0.0032433
                 275,            0.019668,            0.014274,                   0,              0.8938,              0.8642,             0.93436,              0.7181,            0.017801,            0.013443,                   0,           0.0032185,           0.0032185,           0.0032185
                 276,            0.019386,            0.015014,                   0,             0.92123,             0.81481,             0.92677,             0.73231,            0.017534,            0.013358,                   0,           0.0031938,           0.0031938,           0.0031938
                 277,            0.018717,            0.014213,                   0,              0.8791,             0.89768,             0.93262,             0.72118,            0.017942,            0.013381,                   0,            0.003169,            0.003169,            0.003169
                 278,            0.019988,            0.017185,                   0,             0.92302,             0.80247,             0.90724,             0.70756,            0.017978,            0.013487,                   0,           0.0031443,           0.0031443,           0.0031443
                 279,            0.018978,            0.015514,                   0,             0.90509,             0.82416,             0.89087,             0.67966,            0.019449,            0.015135,                   0,           0.0031195,           0.0031195,           0.0031195
                 280,            0.018581,            0.014943,                   0,              0.9244,             0.82716,             0.91213,             0.69991,            0.018362,              0.0141,                   0,           0.0030948,           0.0030948,           0.0030948
                 281,            0.018798,            0.014772,                   0,             0.95641,             0.77778,             0.91376,             0.69723,            0.018041,            0.014462,                   0,             0.00307,             0.00307,             0.00307
                 282,            0.019319,            0.015614,                   0,             0.94168,             0.79747,             0.91526,             0.72106,            0.017493,            0.013799,                   0,           0.0030452,           0.0030452,           0.0030452
                 283,             0.01876,             0.01508,                   0,             0.90541,             0.82716,             0.92337,             0.72469,            0.017435,            0.013436,                   0,           0.0030205,           0.0030205,           0.0030205
                 284,            0.019104,            0.015127,                   0,             0.90206,             0.83951,              0.9228,             0.72458,            0.017494,            0.013419,                   0,           0.0029957,           0.0029957,           0.0029957
                 285,            0.018804,            0.015191,                   0,             0.92471,             0.81481,              0.9142,             0.71747,            0.017599,            0.013285,                   0,            0.002971,            0.002971,            0.002971
                 286,            0.019576,            0.015206,                   0,             0.92856,             0.80236,              0.9089,             0.69951,            0.018163,            0.013463,                   0,           0.0029462,           0.0029462,           0.0029462
                 287,            0.019444,            0.015729,                   0,             0.88041,             0.91358,             0.93431,             0.71196,            0.017973,            0.014101,                   0,           0.0029215,           0.0029215,           0.0029215
                 288,            0.017731,            0.014078,                   0,               0.932,              0.8461,             0.92675,             0.71339,            0.017459,            0.013156,                   0,           0.0028967,           0.0028967,           0.0028967
                 289,            0.019911,            0.018063,                   0,             0.87617,             0.91358,             0.93402,             0.72561,            0.017437,            0.012828,                   0,            0.002872,            0.002872,            0.002872
                 290,            0.019184,            0.014725,                   0,              0.8703,             0.91126,             0.93053,              0.7344,            0.016665,            0.013045,                   0,           0.0028472,           0.0028472,           0.0028472
                 291,            0.021132,            0.016044,                   0,             0.94441,              0.8389,             0.93041,             0.72283,            0.017009,            0.013243,                   0,           0.0028225,           0.0028225,           0.0028225
                 292,             0.01804,            0.014519,                   0,              0.9224,             0.83951,             0.92591,             0.71582,            0.017093,            0.013431,                   0,           0.0027977,           0.0027977,           0.0027977
                 293,            0.017547,            0.015151,                   0,             0.87725,             0.88231,             0.92946,             0.72046,            0.017387,            0.013307,                   0,            0.002773,            0.002773,            0.002773
                 294,            0.019574,            0.017405,                   0,             0.90347,              0.8642,             0.92846,             0.72161,            0.016993,            0.013448,                   0,           0.0027482,           0.0027482,           0.0027482
                 295,            0.018832,             0.01763,                   0,             0.87552,             0.87654,             0.92732,             0.71534,            0.016974,            0.013251,                   0,           0.0027235,           0.0027235,           0.0027235
                 296,            0.017915,            0.013822,                   0,             0.87608,             0.87285,             0.92685,             0.71644,            0.017111,            0.013255,                   0,           0.0026987,           0.0026987,           0.0026987
                 297,            0.019053,            0.014824,                   0,             0.90593,             0.83231,             0.92567,             0.71434,            0.017034,            0.013354,                   0,            0.002674,            0.002674,            0.002674
                 298,            0.018779,            0.014742,                   0,             0.89556,             0.88889,             0.92947,             0.70974,            0.017961,            0.013573,                   0,           0.0026492,           0.0026492,           0.0026492
                 299,            0.018113,            0.013405,                   0,             0.89682,             0.88889,             0.92936,             0.72341,            0.016873,            0.013485,                   0,           0.0026245,           0.0026245,           0.0026245
                 300,            0.018903,            0.014459,                   0,             0.91695,             0.81789,             0.92331,             0.72126,            0.017082,            0.013855,                   0,           0.0025997,           0.0025997,           0.0025997
                 301,            0.018041,            0.014714,                   0,             0.98411,             0.76479,             0.92122,             0.71691,            0.017192,            0.014278,                   0,            0.002575,            0.002575,            0.002575
                 302,            0.018626,            0.014833,                   0,              0.9664,             0.76543,             0.91728,             0.71179,            0.017091,            0.014467,                   0,           0.0025503,           0.0025503,           0.0025503
                 303,            0.019342,            0.014605,                   0,             0.87321,             0.85025,             0.92374,             0.70563,            0.017024,            0.014276,                   0,           0.0025255,           0.0025255,           0.0025255
                 304,            0.018281,            0.013406,                   0,             0.95093,             0.76543,             0.90977,             0.69881,            0.017335,            0.014905,                   0,           0.0025008,           0.0025008,           0.0025008
                 305,            0.019986,            0.015928,                   0,             0.90413,             0.80247,              0.9189,             0.71791,            0.017265,            0.014463,                   0,            0.002476,            0.002476,            0.002476
                 306,            0.018404,            0.013981,                   0,             0.85538,             0.88889,              0.9267,             0.73277,            0.017107,            0.013847,                   0,           0.0024513,           0.0024513,           0.0024513
                 307,            0.017784,            0.013513,                   0,             0.86603,              0.8779,             0.92378,             0.71949,            0.017507,            0.013226,                   0,           0.0024265,           0.0024265,           0.0024265
                 308,            0.017154,            0.014072,                   0,             0.94983,             0.80247,              0.9273,              0.7266,            0.016871,             0.01341,                   0,           0.0024018,           0.0024018,           0.0024018
                 309,            0.017583,            0.013958,                   0,             0.97003,             0.79934,             0.92866,             0.72851,            0.016603,            0.013466,                   0,            0.002377,            0.002377,            0.002377
                 310,             0.01804,            0.012868,                   0,             0.82354,             0.92192,             0.92806,             0.72826,            0.017074,            0.013671,                   0,           0.0023523,           0.0023523,           0.0023523
                 311,            0.019289,            0.014578,                   0,             0.81583,             0.90123,              0.9242,             0.71189,            0.018328,            0.014407,                   0,           0.0023275,           0.0023275,           0.0023275
                 312,            0.019012,            0.014588,                   0,              0.9545,             0.77698,             0.92069,             0.71708,            0.017296,            0.013671,                   0,           0.0023028,           0.0023028,           0.0023028
                 313,            0.018568,            0.015196,                   0,             0.88403,             0.84699,             0.91783,             0.70751,            0.016923,            0.013809,                   0,            0.002278,            0.002278,            0.002278
                 314,            0.018311,            0.014497,                   0,              0.8647,             0.86794,             0.92198,             0.71627,            0.017009,             0.01367,                   0,           0.0022533,           0.0022533,           0.0022533
                 315,            0.018914,            0.014921,                   0,             0.86346,             0.85882,             0.91495,              0.7005,             0.01818,             0.01459,                   0,           0.0022285,           0.0022285,           0.0022285
                 316,            0.017444,            0.013148,                   0,              0.8918,             0.85185,             0.91881,             0.72887,            0.017245,             0.01358,                   0,           0.0022038,           0.0022038,           0.0022038
                 317,            0.019248,            0.013455,                   0,             0.88376,             0.85185,             0.92916,             0.72865,            0.016945,            0.013493,                   0,            0.002179,            0.002179,            0.002179
                 318,            0.018418,            0.014175,                   0,             0.90517,              0.8249,             0.92098,             0.70945,            0.017345,             0.01386,                   0,           0.0021543,           0.0021543,           0.0021543
                 319,            0.018197,            0.014088,                   0,             0.88799,             0.83951,             0.90253,             0.70846,            0.017965,            0.014127,                   0,           0.0021295,           0.0021295,           0.0021295
                 320,            0.016802,            0.013445,                   0,             0.87295,             0.84829,             0.91829,             0.70623,            0.017916,            0.014303,                   0,           0.0021048,           0.0021048,           0.0021048
                 321,            0.017328,            0.013727,                   0,             0.87536,             0.85185,             0.93129,             0.72175,            0.017398,            0.013418,                   0,             0.00208,             0.00208,             0.00208
                 322,            0.018676,            0.014026,                   0,             0.87611,             0.88889,             0.93862,             0.71444,            0.017197,            0.012974,                   0,           0.0020553,           0.0020553,           0.0020553
                 323,            0.018187,            0.014854,                   0,             0.88691,             0.87654,             0.93156,             0.70852,            0.017233,             0.01346,                   0,           0.0020305,           0.0020305,           0.0020305
                 324,            0.016663,            0.013961,                   0,             0.89106,              0.8642,             0.93295,             0.71855,            0.017002,            0.013455,                   0,           0.0020058,           0.0020058,           0.0020058
                 325,            0.017916,              0.0132,                   0,             0.88664,             0.81481,              0.9149,             0.71846,            0.017144,            0.013916,                   0,            0.001981,            0.001981,            0.001981
                 326,            0.016844,            0.013622,                   0,              0.8367,             0.85185,             0.90976,             0.71996,              0.0169,            0.013719,                   0,           0.0019563,           0.0019563,           0.0019563
                 327,            0.017637,            0.013244,                   0,             0.86402,             0.86289,             0.92058,             0.70805,            0.017157,            0.013969,                   0,           0.0019315,           0.0019315,           0.0019315
                 328,            0.016945,            0.014551,                   0,             0.85548,              0.8642,             0.92032,             0.71669,            0.016806,            0.013832,                   0,           0.0019068,           0.0019068,           0.0019068
                 329,            0.017282,            0.014096,                   0,             0.91153,             0.83951,             0.91711,             0.70898,            0.016617,            0.013741,                   0,            0.001882,            0.001882,            0.001882
                 330,            0.016758,            0.013759,                   0,             0.91631,             0.83951,              0.9131,             0.71386,            0.016817,            0.013758,                   0,           0.0018572,           0.0018572,           0.0018572
                 331,            0.018028,            0.014224,                   0,             0.89726,             0.86261,             0.92554,             0.71418,            0.017556,             0.01443,                   0,           0.0018325,           0.0018325,           0.0018325
                 332,            0.017606,            0.014539,                   0,               0.886,             0.86352,             0.91744,             0.69848,            0.017987,            0.014373,                   0,           0.0018077,           0.0018077,           0.0018077
                 333,            0.017202,            0.014394,                   0,             0.89608,             0.83951,             0.92342,             0.70416,             0.01728,             0.01422,                   0,            0.001783,            0.001783,            0.001783
                 334,            0.015783,            0.013177,                   0,             0.85059,             0.88889,             0.91803,             0.70611,            0.017156,            0.014157,                   0,           0.0017582,           0.0017582,           0.0017582
                 335,             0.01628,            0.013701,                   0,              0.8468,             0.87654,             0.92201,             0.72341,             0.01727,            0.013977,                   0,           0.0017335,           0.0017335,           0.0017335
                 336,             0.01723,            0.013689,                   0,             0.91006,             0.83951,             0.92418,              0.7198,             0.01682,            0.013616,                   0,           0.0017087,           0.0017087,           0.0017087
                 337,            0.016472,            0.013287,                   0,              0.9053,             0.82716,             0.92505,             0.72604,            0.016811,            0.013778,                   0,            0.001684,            0.001684,            0.001684
                 338,            0.016705,            0.015273,                   0,             0.85933,             0.87654,             0.92306,             0.71827,            0.017114,            0.013969,                   0,           0.0016592,           0.0016592,           0.0016592
